NAME,SAMPLE_ID,PLATE_ID,CAS,ATG_ID
Cyproconazole,TV000199,Phase_1,94361-06-5,AT002032
Isopentyl benzoate,TX008598,TP0000721,94-46-2,AT002033
2-Phenylethyl benzoate,TX010538,TP0000724,94-47-3,AT002034
Safrole,TX008169,TP0000434,94-59-7,AT002035
Dimethyl hexahydroterephthalate,TX009404,TP0000714,94-60-0,AT002036
2-Ethoxyphenol,TX003275,TP0000716,94-71-3,AT002037
MCPA,TV000011,Phase_1,94-74-6,AT002038
"2,4-Dichlorophenoxyacetic acid (2,4-D)",TV000042,Phase_1,94-75-7,AT002039
Butyl (24-dichlorophenoxy)acetate,TX008325,TP0000716,94-80-4,AT002040
4-(2-Methyl-4-chlorophenoxy)butyric acid,TX002715,TP0000724,94-81-5,AT002041
"2,4-DB",TV000013,Phase_1,94-82-6,AT002042
NN'-Disalicylidene-12-diaminopropane,TX006694,TP0000721,94-91-7,AT002043
2-Ethyl-13-hexanediol,TX004078,TP0000720,94-96-2,AT002044
Methidathion,TV000245,Phase_1,950-37-8,AT002045
Indene,TX001033,TP0000715,95-13-6,AT002046
"1,2,3-Benzotriazole",TX002271,TP0000795,95-14-7,AT002047
"1,2,3-Benzotriazole",TX002271,TP0000714,95-14-7,AT002048
Benzothiazole,TX002134,TP0000717,95-16-9,AT002049
Trinexapac-ethyl,TX006128,TP0000721,95266-40-3,AT002050
"1H-Imidazole-1-ethanol, 2-(8-heptadecenyl)-4,5-dihydro-",TX012548,TP0000721,95-38-5,AT002051
2-Methylphenol,TX001704,TP0000131,95-48-7,AT002052
2-Chlorotoluene,TX001394,TP0000434,95-49-8,AT002053
"1,2-Dichlorobenzene",TX002092,TP0000133,95-50-1,AT002054
2-Methylaniline,TX005116,TP0000133,95-53-4,AT002055
"1,2-Phenylenediamine",TX003437,TP0000131,95-54-5,AT002056
2-Chlorophenol,TX001830,TP0000434,95-57-8,AT002057
"1,2,4-Trimethylbenzene",TX002104,TP0000308,95-63-6,AT002058
"3,4-Dimethylphenol",TX005193,TP0000133,95-65-8,AT002059
Pyriproxyfen,TV000265,Phase_1,95737-68-1,AT002060
3-Chloro-4-methylaniline,TX003172,TP0000717,95-74-9,AT002061
Diphenamid,TX002526,TP0000715,957-51-7,AT002062
"3,4-Dichloroaniline",TX002091,TP0000717,95-76-1,AT002063
"2,4-Diaminotoluene",TX003499,TP0000131,95-80-7,AT002064
"4-Chloro-1,2-diaminobenzene",TX008643,TP0000308,95-83-0,AT002065
"2,5-Dimethylphenol",TX001360,TP0000131,95-87-4,AT002066
"1,2,4,5-Tetramethylbenzene",TX001925,TP0000722,95-93-2,AT002067
"1,2,4,5-Tetrachlorobenzene",TX007284,TP0000434,95-94-3,AT002068
"2,4,5-Trichlorophenol",TX005197,TP0000308,95-95-4,AT002069
Endosulfan I,TX004546,TP0000718,959-98-8,AT002070
Styrene oxide,TX003085,TP0000308,96-09-3,AT002071
Tebupirimfos,TV000246,Phase_1,96182-53-5,AT002072
"1,2,3-Trichloropropane",TX009499,TP0000795,96-18-4,AT002073
"1,2,3-Trichloropropane",TX009499,TP0000715,96-18-4,AT002074
"1,3-Dichloro-2-propanol",TX007050,TP0000307,96-23-1,AT002075
3-Chloro-12-propanediol,TX001654,TP0000717,96-24-2,AT002076
Diazoxon,TV000364,Phase_1,962-58-3,AT002077
2-Butanone oxime,TX004052,TP0000308,96-29-7,AT002078
Cyclopentanol,TX012213,TP0000719,96-41-3,AT002079
Ethylenethiourea,TV000043,Phase_1,96-45-7,AT002080
4-Butyrolactone,TX005210,TP0000308,96-48-0,AT002081
Pyridaben,TV000133,Phase_1,96489-71-3,AT002082
2-tert-Butyl-4-ethylphenol,TX004188,TP0000133,96-70-8,AT002083
"2,4-Di-tert-butylphenol",TX003117,TP0000133,96-76-4,AT002084
Iopanoic acid,TX012526,TP0000720,96-83-3,AT002085
1-Chloro-24-dinitrobenzene,TX004437,TP0000722,97-00-7,AT002086
Dichlorophen,TX007206,TP0000717,97-23-4,AT002087
Troglitazone,TX006205,plate-TO-5-1,97322-87-7,AT002088
2-Methoxy-4-nitroaniline,TX007601,TP0000715,97-52-9,AT002089
Eugenol,TX002953,TP0000133,97-53-0,AT002090
isoeugenol,TX008780,TP0000307,97-54-1,AT002091
2-Amino-5-azotoluene,TX008702,TP0000307,97-56-3,AT002092
Allantoin,TX003425,TP0000715,97-59-6,AT002093
Disulfiram,TX005106,TP0000434,97-77-8,AT002094
Ethametsulfuron methyl,TV000261,Phase_1,97780-06-8,AT002095
N-Dodecanoyl-N-methylglycine,TX002901,TP0000723,97-78-9,AT002096
Dithiopyr,TV000253,Phase_1,97886-45-8,AT002097
Tetrahydrofurfuryl alcohol,TX001728,TP0000716,97-99-4,AT002098
Furfuryl alcohol,TX007616,TP0000720,98-00-0,AT002099
Furfural,TX004417,TP0000131,98-01-1,AT002100
tert-Butylbenzene,TX008620,TP0000434,98-06-6,AT002101
Benzotrichloride,TX005131,TP0000308,98-07-7,AT002102
Finasteride,TX009418,TP0000714,98319-26-7,AT002103
4-tert-Butyltoluene,TX009370,TP0000719,98-51-1,AT002104
4-tert-Butylcyclohexanol,TX002387,TP0000719,98-52-2,AT002105
4-tert-Butylcyclohexanone,TX007349,TP0000715,98-53-3,AT002106
4-tert-Butylphenol,TX002917,TP0000133,98-54-4,AT002107
1-Chloro-4-(trifluoromethyl)benzene,TX002427,TP0000718,98-56-6,AT002108
Benoxacor,TX010182,TP0000722,98730-04-2,AT002109
Acetophenone,TX002111,TP0000434,98-86-2,AT002110
Benzal chloride,TX004419,TP0000308,98-87-3,AT002111
Fosthiazate,TV000358,Phase_1,98886-44-3,AT002112
Niacinamide,TX001634,TP0000720,98-92-0,AT002113
Rhodamine 6G,TX010049,TP0000718,989-38-8,AT002114
Nitrobenzene,TX007310,TP0000434,98-95-3,AT002115
Flumetsulam,TV000254,Phase_1,98967-40-9,AT002116
3-Dimethylaminophenol,TX003471,TP0000714,99-07-0,AT002117
3-Nitrotoluene,TX001275,TP0000131,99-08-1,AT002118
Dichloran,TV000041,Phase_1,99-30-9,AT002119
"1,2-Dimethyl-4-nitrobenzene",TX004040,TP0000131,99-51-4,AT002120
"3,4-Dichloronitrobenzene",TX008552,TP0000307,99-54-7,AT002121
2-Methyl-5-nitroaniline,TX003375,TP0000308,99-55-8,AT002122
2-Methoxy-5-nitroaniline,TX003251,TP0000308,99-59-2,AT002123
Cloquintocet-mexyl,TX004484,TP0000723,99607-70-2,AT002124
"1,3-Diisopropylbenzene",TX003065,TP0000434,99-62-7,AT002125
13-Benzenedicarbonyl dichloride,TX009681,TP0000723,99-63-8,AT002126
"1,3-Dinitrobenzene",TX007270,TP0000434,99-65-0,AT002127
Valproic acid,TX010268,TP0000434,99-66-1,AT002128
4-(Butan-2-yl)phenol,TX002581,TP0000308,99-71-8,AT002129
Methylparaben,TX001307,TP0000131,99-76-3,AT002130
gamma-Terpinene,TX001073,TP0000719,99-85-4,AT002131
1-Methyl-4-(propan-2-yl)cyclohexa-13-diene,TX001027,TP0000718,99-86-5,AT002132
p-Cymene,TX001784,TP0000434,99-87-6,AT002133
4-Isopropylphenol,TX002603,TP0000715,99-89-8,AT002134
4-Hydroxyacetophenone,TX012234,TP0000722,99-93-4,AT002135
4-Hydroxybenzoic acid,TX002577,TP0000716,99-96-7,AT002136
"N,N,4-Trimethylaniline",TX002297,TP0000131,99-97-8,AT002137
4-Nitrotoluene,TX001651,TP0000131,99-99-0,AT002138
Milbemectin (mix of >70% Milbemycin A4 CAS 51596-11-3; <30% Milbemycin A3 CAS 51596-10-2),TV000283,Phase_1,NOCAS_34742,AT002139
Diquat dibromide D4,TV000263,Phase_1,NOCAS_44337,AT002140
"N-[(3R)-9-methyl-4-oxo-1-phenyl-3,4,6,7-tetrahydro[1,4]diazepino[6,7,1-hi]indol-3-yl]pyridine-4-carboxamide",TX006144,plate-TO-5-1,NOCAS_47248,AT002141
"sodium {[2,6-di(propan-2-yl)phenyl]carbamoyl}{[4-(2-hydroxypropan-2-yl)furan-2-yl]sulfonyl}azanide",TX006150,plate-TO-5-1,NOCAS_47255,AT002142
N-{[4-(4-fluorophenoxy)phenyl]sulfonyl}-N-[1-(hydroxycarbamoyl)cyclopentyl]-b-alanine,TX006158,plate-TO-5-1,NOCAS_47265,AT002143
"(1R)-1-{4-[(2R,6S)-4-(4,6-dimethyl-1,3,5-triazin-2-yl)-2,6-dimethylpiperazin-1-yl]pyrimidin-2-yl}ethanol",TX006160,plate-TO-5-1,NOCAS_47267,AT002144
"N-[(3R)-9-amino-4-oxo-1-phenyl-3,4,6,7-tetrahydro[1,4]diazepino[6,7,1-hi]indol-3-yl]pyridine-3-carboxamide",TX006182,plate-TO-5-1,NOCAS_47291,AT002145
"3-{[1-(aminomethyl)cyclohexyl]methyl}-1,2,4-oxadiazol-5(4H)-one hydrochloride",TX006183,plate-TO-5-1,NOCAS_47292,AT002146
1-[cis-1-(3-ethoxyphenyl)-4-methylcyclohexyl]-4-phenylpiperazine methanesulfonate (1:1),TX006189,plate-TO-5-1,NOCAS_47299,AT002147
"(2S,3S,4R,5R)-3-amino-5-[6-({5-chloro-2-[(3-methyl-1,2-oxazol-5-yl)methoxy]benzyl}amino)-9H-purin-9-yl]-4-hydroxy-N-methyltetrahydrofuran-2-carboxamide (non-preferred name)",TX006194,plate-TO-5-1,NOCAS_47305,AT002148
4-chloro-2-fluoro-5-{[4-(3-fluorophenyl)-4-{2-[3-(2-methyl-1H-benzimidazol-1-yl)-8-azabicyclo[3.2.1]oct-8-yl]ethyl}piperidin-1-yl]carbonyl}-N-methylbenzenesulfonamide,TX006203,plate-TO-5-1,NOCAS_47311,AT002149
"(2E)-3-(4-fluorophenyl)-N-(4-{2-[7-(5-methyl-1,2,4-oxadiazol-3-yl)-1,2,4,5-tetrahydro-3H-3-benzazepin-3-yl]ethyl}cyclohexyl)prop-2-enamide hydrochloride",TX006202,TP0000348,NOCAS_47325,AT002150
"potassium 5-carbamoyl-3-[5-fluoro-2-(2,2,3,3,3-pentafluoropropoxy)biphenyl-3-yl]-1,2,4-triazol-1-ide hydrate",TX006213,plate-TO-5-2,NOCAS_47328,AT002151
"2,6-difluoro-5-[3-(2-hydroxypropan-2-yl)imidazo[1,2-b][1,2,4]triazin-7-yl]biphenyl-2-carbonitrile",TX006214,plate-TO-5-2,NOCAS_47330,AT002152
"(3S)-3-(2-methylpyrimidin-5-yl)-9-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)nonanoic acid",TX006253,plate-TO-5-2,NOCAS_47333,AT002153
"N-{trans-4-[(2R)-2-fluoro-2-(2-fluorophenyl)ethoxy]cyclohexyl}-5H-pyrazolo[3,4-d]pyrimidin-4-amine",TX006254,plate-TO-5-2,NOCAS_47334,AT002154
"6-chloro-2-phenyl-8,8a-dihydro-3aH-indeno[1,2-d][1,3]thiazol-3a-ol",TX006216,plate-TO-5-2,NOCAS_47338,AT002155
1-[(2Z)-3-(2-chloro-3-methoxybiphenyl-4-yl)prop-2-en-1-yl]azepane hydrochloride (1:1),TX006219,plate-TO-5-2,NOCAS_47342,AT002156
"(2S)-4,4-difluoro-1-{N-[8-(pyrimidin-2-yl)-8-azabicyclo[3.2.1]oct-3-yl]glycyl}pyrrolidine-2-carbonitrile",TX006221,plate-TO-5-2,NOCAS_47346,AT002157
"6-(5-{[(2S)-2-(4-fluorophenyl)-4-methylpiperazin-1-yl]methyl}furan-3-yl)-1,3-benzoxazol-2-ol hydrochloride hydrate",TX006224,plate-TO-5-2,NOCAS_47349,AT002158
"Nalpha-[(3R)-3-(1,3-benzodioxol-5-yl)-3-{[(6-methoxynaphthalen-2-yl)sulfonyl]amino}propanoyl]-4-{[(2R,6S)-2,6-dimethylpiperidin-1-yl]methyl}-N-methyl-N-propan-2-yl-D-phenylalaninamide hydrochloride",TX006225,plate-TO-5-2,NOCAS_47351,AT002159
"1-{2-[2-(3,4-dichlorophenyl)-4-(phenylcarbonyl)morpholin-2-yl]ethyl}-N,N-dimethyl-1,4-bipiperidine-4-carboxamide hydrochloride",TX006226,plate-TO-5-2,NOCAS_47353,AT002160
"ethyl (2R,3S)-3-amino-2-phenyl-2,3-dihydro-1-benzofuran-2-carboxylate",TX006233,plate-TO-5-2,NOCAS_47362,AT002161
"N-[(S)-(3S)-1-azabicyclo[2.2.2]oct-3-yl(phenyl)methyl]-2,6-dichloro-3-(trifluoromethyl)benzamide hydrochloride (1:1)",TX006235,plate-TO-5-2,NOCAS_47364,AT002162
5-fluoro-1-(3-fluorobenzyl)-N-(1H-indol-5-yl)-1H-indole-2-carboxamide,TX006236,plate-TO-5-2,NOCAS_47366,AT002163
N-[4-(benzylamino)-3-cyanoquinolin-2-yl]-4-methoxybenzamide,TX006242,plate-TO-5-2,NOCAS_47374,AT002164
"(1R)-1-[(ethoxycarbonyl)oxy]ethyl 1-{[5-(5-chlorothiophen-2-yl)-1,2-oxazol-3-yl]methyl}-2-{[1-(propan-2-yl)piperidin-4-yl]carbamoyl}-1H-indole-5-carboxylate hydrochloride",TX006245,plate-TO-5-2,NOCAS_47377,AT002165
"3-chloro-2-[(3R)-5-chloro-1-(2,4-dimethoxybenzyl)-3-methyl-2-oxo-2,3-dihydro-1H-indol-3-yl]-N-ethyl-N-(pyridin-3-ylmethyl)benzamide hydrochloride",TX006246,plate-TO-5-2,NOCAS_47379,AT002166
{4-[5-(aminomethyl)-2-fluorophenyl]piperidin-1-yl}(4-bromo-3-methyl-5-propoxythiophen-2-yl)methanone hydrochloride,TX006247,plate-TO-5-2,NOCAS_47381,AT002167
"sodium 1-{[5-(5-chlorothiophen-2-yl)-1,2-oxazol-3-yl]methyl}-2-[(1-cyclopropylpiperidin-4-yl)carbamoyl]-1H-benzimidazole-5-carboxylate",TX006248,plate-TO-5-2,NOCAS_47383,AT002168
"1-{2-[(5-chloropyridin-2-yl)amino]-2-oxoethyl}-5-(2-methoxyethoxy)-N-[1-(propan-2-yl)piperidin-4-yl]-1H-pyrrolo[2,3-c]pyridine-2-carboxamide acetate",TX006249,plate-TO-5-2,NOCAS_47385,AT002169
"N-[1-{2-[(2R)-2-(3,4-dichlorophenyl)-5-oxo-4-phenylmorpholin-2-yl]ethyl}-4-(3-fluorophenyl)piperidin-4-yl]acetamide butanedioate",TX006250,plate-TO-5-2,NOCAS_47387,AT002170
ethyl 4-(4-{[(2S)-2-hydroxy-3-{4-hydroxy-3-[(methylsulfonyl)amino]phenoxy}propyl]amino}cyclohexyl)benzoate hydrochloride,TX006251,plate-TO-5-2,NOCAS_47389,AT002171
"2-(2-{5-[5-(Azepan-1-ylmethyl)-2-thienyl]-1,2,4-oxadiazol-3-yl}ethyl)-1H-isoindole-1,3(2H)-dione (2E)-but-2-enedioate (1:1)",TX011659,TP0000795,NOCAS_48172,AT002172
"N-[4-({(5Z)-5-[2-(1,4-Bipiperidin-1-yl)-2-oxoethylidene]-4,4-difluoro-2,3,4,5-tetrahydro-1H-1-benzazepin-1-yl}carbonyl)phenyl]-2-methylfuran-3-carboxamide (2E)-but-2-enedioate (2:1)",TX011660,TP0000795,NOCAS_48176,AT002173
"5-(2-Chlorophenyl)-3-methyl-7-nitro-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine",TX012272,TP0000795,NOCAS_48505,AT002174
"5-(2,4-Difluorophenoxy)-2-[(2-hydroxy-2-methylpropyl)amino]-8-methylpyrido[2,3-d]pyrimidin-7(8H)-one hydrochloride (1:1)",TX012275,TP0000795,NOCAS_48507,AT002175
"(4-{[(2R)-7-Methoxy-1,2,3,4-tetrahydronaphthalen-2-yl](propyl)amino}piperidin-1-yl)(piperidin-4-yl)methanone",TX012271,TP0000795,NOCAS_48509,AT002176
Sodium (2-chloro-4-methylbenzoyl){[(E)-2-(4-methoxyphenyl)ethenyl]sulfonyl}azanide,TX012263,TP0000795,NOCAS_48514,AT002177
Sodium (2-chloro-4-fluorobenzoyl){[(E)-2-phenylethenyl]sulfonyl}azanide,TX012268,TP0000795,NOCAS_48516,AT002178
2-Bromo-4-fluoro-N-{[(E)-2-(thiophen-2-yl)ethenyl]sulfonyl}benzamide,TX012264,TP0000795,NOCAS_48518,AT002179
Cornmint oil,TX001568,TP0000714,68917-18-0,AT002180
Trimethylolpropane triacrylate,TX005018,TP0001075,'15625-89-5',AT002181
Leucomalachite green,TX007533,TP0001075,'129-73-7',AT002182
"1,2-Propanediol, 3-(2-propenyloxy)-",TX007593,TP0001075,'123-34-2',AT002183
Benzyltrimethylammonium chloride,TX002269,TP0001075,'56-93-9',AT002184
Propyl propionate,TX003371,TP0001075,'106-36-5',AT002185
Triasulfuron,TX000706,TP0001075,'82097-50-5',AT002186
"Acetic acid, (diethoxyphosphinyl)-, ethyl ester",TX007401,TP0001075,'867-13-0',AT002187
"2-Methyl-1,3-benzenediol",TX006937,TP0001075,'608-25-3',AT002188
Procarbazine hydrochloride,TX008896,TP0001075,'366-70-1',AT002189
Tetradecane,TX006975,TP0001075,'629-59-4',AT002190
Triisobutyl phosphate,TX001159,TP0001075,'126-71-6',AT002191
"1,6-Hexanediol diacrylate",TX008704,TP0001075,'13048-33-4',AT002192
Dipropyl phthalate,TX008976,TP0001075,'131-16-8',AT002193
4-Methylbenzenesulfonyl isocyanate,TX009232,TP0001075,'4083-64-1',AT002194
Bibenzyl,TX007347,TP0001075,'103-29-7',AT002195
Propargyl alcohol,TX011728,TP0001075,'107-19-7',AT002196
Butyl 4-oxopentanoate,TX005290,TP0001075,'2052-15-5',AT002197
Bensulfuron-methyl,TX002817,TP0001075,'83055-99-6',AT002198
Ethyl phenylacetate,TX007337,TP0001075,'101-97-3',AT002199
1-Dodecene,TX009016,TP0001075,'112-41-4',AT002200
"Benzenesulfonic acid, 4,4'-oxybis-, dihydrazide",TX006995,TP0001075,'80-51-3',AT002201
2-Methoxynaphthalene,TX007731,TP0001075,'93-04-9',AT002202
"3-Hydroxy-2,2-dimethylpropyl 3-hydroxy-2,2-dimethylpropanoate",TX004325,TP0001075,'1115-20-4',AT002203
Tricaprylin,TX009169,TP0001075,'538-23-8',AT002204
1-Chlorooctane,TX002291,TP0001075,'111-85-3',AT002205
"2,2'-Dipyridyl",TX003780,TP0001075,'366-18-7',AT002206
Dipentenedimercaptan,TX006084,TP0001075,'4802-20-4',AT002207
2-Acetamidophenol,TX007871,TP0001075,'614-80-2',AT002208
Methyl 12-hydroxyoctadecanoate,TX008389,TP0001075,'141-23-1',AT002209
Ampicillin,TX003727,TP0001075,'69-53-4',AT002210
(2Z)-2-Pentenenitrile,TX001923,TP0001075,'25899-50-7',AT002211
3-(Trifluoromethyl)aniline,TX002102,TP0001075,'98-16-8',AT002212
1-Aminocyclohexanecarbonitrile,TX007992,TP0001075,'5496-10-6',AT002213
4'-Methoxyacetophenone,TX007611,TP0001075,'100-06-1',AT002214
Benzyltrimethylammonium hydroxide,TX005111,TP0001075,'100-85-6',AT002215
2-Methyl-4-phenylbutan-2-ol,TX011215,TP0001075,'103-05-9',AT002216
3-Dimethylaminopropionitrile,TX001911,TP0001075,'1738-25-6',AT002217
Ifosfamide,TX010010,TP0001075,'3778-73-2',AT002218
Nitromethane,TX004162,TP0001075,'75-52-5',AT002219
"3,3,4,4-Tetrachlorotetrahydrothiophene 1,1-dioxide",TX008014,TP0001075,'3737-41-5',AT002220
3-Phenyl-1-propanol,TX004996,TP0001075,'122-97-4',AT002221
Tris(2-chloropropyl) phosphate,TX010190,TP0001075,'6145-73-9',AT002222
Ethyl cyanoacrylate,TX008522,TP0001075,'7085-85-0',AT002223
"Phosphonic acid, [[bis(2-hydroxyethyl)amino]methyl]-, diethyl ester",TX006074,TP0001075,'2781-11-5',AT002224
2-Methyl-1-butanol,TX009517,TP0001075,'137-32-6',AT002225
Isooctyl 2-mercaptoacetate,TX004076,TP0001075,'25103-09-7',AT002226
Diethylene glycol diethyl ether,TX007393,TP0001075,'112-36-7',AT002227
D&C Red 27,TX010202,TP0001075,'13473-26-2',AT002228
"1,4-Dihydroxyanthracene-9,10-dione",TX007369,TP0001075,'81-64-1',AT002229
"1,3,5-Triazin-2-amine, 4-methoxy-6-methyl-",TX007513,TP0001075,'1668-54-8',AT002230
3-Methyl-2-butanone,TX002575,TP0001075,'563-80-4',AT002231
"1,2-Octanediol",TX005340,TP0001075,'1117-86-8',AT002232
3-Methyl-2-buten-1-ol,TX011501,TP0001075,'556-82-1',AT002233
Carbazole,TX007200,TP0001075,'86-74-8',AT002234
2-(Dimethylamino)ethyl methacrylate,TX007702,TP0001075,'2867-47-2',AT002235
"1,3-Benzenedicarbonitrile",TX007549,TP0001075,'626-17-5',AT002236
Trimethylolpropane trimethacrylate,TX009350,TP0001075,'3290-92-4',AT002237
"6-Phenyl-1,3,5-triazine-2,4-diamine",TX001320,TP0001075,'91-76-9',AT002238
Cytembena,TX006056,TP0001075,'21739-91-3',AT002239
"3,7-Dimethyloctan-1-ol",TX007527,TP0001075,'106-21-8',AT002240
"2,5,8,11,14-Pentaoxahexadecan-16-ol",TX004068,TP0001075,'23778-52-1',AT002241
"alpha-Methyl-3,4-methylene-dioxyhydrocinnamic aldehyde",TX004900,TP0001075,'1205-17-0',AT002242
Tetrakis(hydroxymethyl)phosphonium sulfate,TX011714,TP0001075,'55566-30-8',AT002243
Resveratrol,TX009717,TP0001075,'501-36-0',AT002244
Benzimidazole,TX002520,TP0001075,'51-17-2',AT002245
Butyl acetate,TX002251,TP0001075,'123-86-4',AT002246
1-Ethyl-1-nitrosourea,TX000994,TP0001075,'759-73-9',AT002247
Hexanal,TX004146,TP0001075,'66-25-1',AT002248
Methyl phenylacetate,TX007339,TP0001075,'101-41-7',AT002249
4-Isopropylbenzaldehyde,TX001894,TP0001075,'122-03-2',AT002250
1-(2-Butoxy-1-methylethoxy)propan-2-ol,TX011719,TP0001075,'29911-28-2',AT002251
Retinol palmitate,TX009623,TP0001075,'79-81-2',AT002252
Phenacetin,TX007224,TP0001075,'62-44-2',AT002253
Dibromomethane,TX002661,TP0001075,'74-95-3',AT002254
Thiotepa,TX010809,TP0001075,'52-24-4',AT002255
Calcium lactate,TX009857,TP0001075,'814-80-2',AT002256
"3,5-Diaminobenzoic acid",TX007387,TP0001075,'535-87-5',AT002257
Methyl 4-formylbenzoate,TX003287,TP0001075,'1571-08-0',AT002258
Iodoform,TX008578,TP0001075,'75-47-8',AT002259
Isodrin,TX003778,TP0001075,'465-73-6',AT002260
2-Methyl-2-nitro-1-propanol,TX006544,TP0001075,'76-39-1',AT002261
Phenylbutazone,TX010286,TP0001075,'50-33-9',AT002262
"1,4-Benzenedicarbonyl dichloride",TX008546,TP0001075,'100-20-9',AT002263
"1,2-Diphenylethanedione",TX007345,TP0001075,'134-81-6',AT002264
4-(4-Hydroxyphenyl)butan-2-one,TX004012,TP0001075,'5471-51-2',AT002265
"2,3-Dichloro-1-propene",TX003109,TP0001075,'78-88-6',AT002266
Metepa,TX005611,TP0001075,'57-39-6',AT002267
Tris(2-hydroxyethyl) isocyanurate,TX006897,TP0001075,'839-90-7',AT002268
"2,6-Diisopropylaniline",TX007751,TP0001075,'24544-04-5',AT002269
4-Chloro-2-methylaniline,TX003820,TP0001075,'95-69-2',AT002270
Paraldehyde,TX002078,TP0001075,'123-63-7',AT002271
"2,2'-Azobis(2-methylpropanenitrile)",TX001377,TP0001075,'78-67-1',AT002272
N-Butylaniline,TX007441,TP0001075,'1126-78-9',AT002273
Triisopropyl orthoborate,TX006895,TP0001075,'5419-55-6',AT002274
Hexamethylphosphoramide,TX009533,TP0001075,'680-31-9',AT002275
Furosemide,TX010302,TP0001075,'54-31-9',AT002276
(4-Methoxyphenyl)methanol,TX007719,TP0001076,'105-13-5',AT002277
"Silane, triethoxy(3-isocyanatopropyl)-",TX007857,TP0001076,'24801-88-5',AT002278
"1,3,5-Benzenetricarbonyl trichloride",TX007859,TP0001076,'4422-95-1',AT002279
N-Phenyl-2-naphthylamine,TX006949,TP0001076,'135-88-6',AT002280
Methyl 3-sulfamoylthiophene-2-carboxylate,TX007006,TP0001076,'59337-93-8',AT002281
"2-Nitro-1,4-phenylenediamine",TX006915,TP0001076,'5307-14-2',AT002282
Benzo(f)quinoline,TX010232,TP0001076,'85-02-9',AT002283
Dimethyl phosphate,TX003558,TP0001076,'813-78-5',AT002284
Pentadecan-15-olide,TX007569,TP0001076,'106-02-5',AT002285
Ethylene glycol dimethacrylate,TX008727,TP0001076,'97-90-5',AT002286
(7S)-Hydroprene,TX002939,TP0001076,'65733-18-8',AT002287
"1,1,3,3-Tetrabutylurea",TX004268,TP0001076,'4559-86-8',AT002288
Phosphamidon,TX004461,TP0001076,'13171-21-6',AT002289
Iminodiacetonitrile,TX002671,TP0001076,'628-87-5',AT002290
"Butanamide, N-(2,4-dimethylphenyl)-3-oxo-",TX007485,TP0001076,'97-36-9',AT002291
"1H,3H-Benzo(1,2-c:4,5-c')difuran-1,3,5,7-tetrone",TX009056,TP0001076,'89-32-7',AT002292
N-(Butoxymethyl)acrylamide,TX005276,TP0001076,'1852-16-0',AT002293
N-Chlorosuccinimide,TX003131,TP0001076,'128-09-6',AT002294
Diisodecyl phthalate,TX011716,TP0001076,'26761-40-0',AT002295
Ethyl decanoate,TX007733,TP0001076,'110-38-3',AT002296
Aluminum tributoxide,TX009087,TP0001076,'3085-30-1',AT002297
beta-Caryophyllene,TX004198,TP0001076,'87-44-5',AT002298
4-(2-Hydroxyethyl)morpholine,TX007321,TP0001076,'622-40-2',AT002299
Sodium benzenethiolate,TX005984,TP0001076,'930-69-8',AT002300
Bis[2-(2-butoxyethoxy)ethyl] hexandioate,TX009209,TP0001076,'141-17-3',AT002301
"1,1-Dichloroethylene",TX002209,TP0001076,'75-35-4',AT002302
Diethyl maleate,TX003429,TP0001076,'141-05-9',AT002303
"O,O-Diethyl dithiophosphate",TX004172,TP0001076,'298-06-6',AT002304
"1,2-Dimethylbenzene",TX011685,TP0001076,'95-47-6',AT002305
(-)-Isolongifolene,TX008181,TP0001076,'1135-66-6',AT002306
"1,2,3-Benzotriazin-4(1H)-one",TX003355,TP0001076,'90-16-4',AT002307
4-Nitrosophenol,TX008052,TP0001076,'104-91-6',AT002308
Isobornyl methacrylate,TX005278,TP0001076,'7534-94-3',AT002309
1-Ethynylcyclohexanol,TX007539,TP0001076,'78-27-3',AT002310
Methylcyclopentadiene dimer,TX009400,TP0001076,'26472-00-4',AT002311
"1,1-Methylenebis(4-isocyanatocyclohexane)",TX004080,TP0001076,'5124-30-1',AT002312
"3,5,6-Trichloro-2-pyridinol",TX004471,TP0001076,'6515-38-4',AT002313
Trimethoxy[3-(oxiran-2-ylmethoxy)propyl]silane,TX009074,TP0001076,'2530-83-8',AT002314
Pentachlorobenzene,TX007234,TP0001076,'608-93-5',AT002315
Isofenphos,TX008070,TP0001076,'25311-71-1',AT002316
"2,2'-Azobis(2-methylbutanenitrile)",TX003573,TP0001076,'13472-08-7',AT002317
Triethyl phosphite,TX009599,TP0001076,'122-52-1',AT002318
"3,4-Dihydrocoumarin",TX008590,TP0001076,'119-84-6',AT002319
Dimethyl maleate,TX003491,TP0001076,'624-48-6',AT002320
"1-(2,3,8,8-Tetramethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-2-yl)ethanone",TX011236,TP0001076,'54464-57-2',AT002321
Ethenyl(triethoxy)silane,TX007817,TP0001076,'78-08-0',AT002322
"7-Methoxy-3,7-dimethyloctanal",TX006714,TP0001076,'3613-30-7',AT002323
Famphur,TX006130,TP0001076,'52-85-7',AT002324
2-Pyridinecarbonitrile,TX002363,TP0001076,'100-70-9',AT002325
2-Phenylethyl phenylacetate,TX007127,TP0001076,'102-20-5',AT002326
Griseofulvin,TX003449,TP0001076,'126-07-8',AT002327
